country,test_group,watch_time,pause_count,avg_watch_time_per_video,Webpage_clicks_per_session,Videos_completed_per_session,userid,ds,sessionid
Country9,control,3607,34,677,9,29,4693974519,05-17-2023,716073a6c7
Country9,test,1959,33,2169,1,30,1167989335,05-18-2023,93f43c06c1
Country2,test,3192,50,1786,1,4,7225503419,05-19-2023,800f361b75
Country9,control,4513,55,760,7,15,9427396413,05-20-2023,eda82fddde
Country10,test,2819,31,2606,1,55,9098728387,05-21-2023,0cea82d46d
Country10,test,2432,52,1932,2,28,1095431606,05-22-2023,f59c976792
Country5,control,3291,44,514,13,47,3190868827,05-23-2023,86b4a9067d
Country10,control,3606,50,465,6,93,5517540352,05-24-2023,1c22ffd48b
Country5,control,4417,63,728,7,83,8938472365,05-15-2023,bd938133c5
Country4,test,2216,47,1966,2,4,1304717078,05-16-2023,4e6f826484
Country9,control,4070,41,551,6,78,6251647636,05-17-2023,c2d6bd27dc
Country1,control,4326,37,563,8,98,3580894748,05-18-2023,f7ae359223
Country1,control,4190,37,619,5,18,2287702181,05-19-2023,73589b21dd
Country9,test,1431,68,2466,2,62,1423439115,05-20-2023,701d5e26ba
Country7,control,3345,66,530,8,59,7189284849,05-21-2023,73619e4984
Country10,control,4126,69,672,8,18,9313639940,05-22-2023,12fa86d4f8
Country8,control,3241,51,503,9,70,6085072641,05-23-2023,89274b09e7
Country10,test,2891,53,997,1,10,9827537686,05-24-2023,0222313f73
Country9,test,2300,39,1691,1,13,6903060987,05-15-2023,fcba120f46
Country7,test,2090,43,2433,1,31,6873854136,05-16-2023,2372663322
Country8,test,2307,53,2069,2,10,7187336871,05-17-2023,5689b3b5cb
Country3,control,3412,45,266,11,34,2580049560,05-18-2023,e68fb40edf
Country10,test,2775,49,2429,1,85,1621449232,05-19-2023,53434e32d8
Country10,control,4017,58,410,9,63,7229748791,05-20-2023,6a6995c111
Country9,control,3941,54,369,7,59,9648354712,05-21-2023,73c67ea740
Country4,test,1353,70,1670,1,3,3207112911,05-22-2023,2640c90dfc
Country4,control,3427,34,618,6,57,6023106116,05-23-2023,fffcb88c66
Country7,control,3354,55,581,10,82,9954067017,05-24-2023,c8aa8a78f2
Country7,control,3278,42,553,6,81,6165352578,05-15-2023,7514f7f3c3
Country6,test,2602,55,2270,1,32,2647345299,05-16-2023,09d43aa2df
Country5,test,2438,45,2845,0,14,3480502892,05-17-2023,a653db8b8b
Country3,control,3299,56,602,6,99,8146847339,05-18-2023,b8ff496a3f
Country4,control,2917,44,505,9,86,5381924246,05-19-2023,afc358fcd2
Country6,control,3458,47,444,7,59,3180880133,05-20-2023,bfa988ed97
Country6,test,1887,53,2264,0,9,6112467511,05-21-2023,f7c64df0a6
Country9,control,3697,39,470,5,53,9276741963,05-22-2023,650029645b
Country1,test,2537,65,2672,1,48,3034403952,05-23-2023,9c8f71cf4d
Country9,control,3437,43,808,9,33,5838087862,05-24-2023,14952bd7ed
Country4,test,2431,60,2291,1,12,4753342535,05-15-2023,9cc0beef64
Country4,control,3301,60,722,8,60,3627373238,05-16-2023,e2588926d4
Country8,control,4303,52,775,9,93,2517847017,05-17-2023,b69128ffcf
Country3,test,2696,37,2730,2,61,8114685769,05-18-2023,61ae402e94
Country6,test,3525,73,2121,0,10,3468056712,05-19-2023,8a6a18c574
Country9,control,4100,40,477,8,92,6954958655,05-20-2023,a295ce455d
Country4,control,3860,66,564,7,90,4962803435,05-21-2023,32b836c17d
Country5,control,2841,43,679,4,46,8113537180,05-22-2023,7b03a8989f
Country2,test,2122,31,1600,1,68,9144768172,05-23-2023,35a352d30d
Country9,test,3003,57,1736,1,78,1079178031,05-24-2023,a8b99e84cf
Country8,test,2400,57,1546,0,22,8547303230,05-15-2023,9fbfa2ada9
Country8,control,3928,47,618,7,89,9333440376,05-16-2023,9b9156c759
Country6,control,3361,60,378,6,50,2402942244,05-17-2023,2935755605
Country8,test,2343,68,1548,1,1,6649122049,05-18-2023,3c00297dd9
Country5,test,2211,60,2500,1,87,2254792082,05-19-2023,5e8e2c5144
Country5,test,2006,58,2223,2,35,1828337064,05-20-2023,72ed46d88b
Country10,test,2275,56,1907,1,49,4989059378,05-21-2023,afa5457d88
Country6,control,4289,41,738,6,35,2525940512,05-22-2023,685a3dfc61
Country10,control,3745,54,606,6,84,1849754947,05-23-2023,4526e293f1
Country1,control,3813,54,617,7,51,6504035651,05-24-2023,2436631d16
Country10,test,1969,49,2336,2,8,9374134350,05-15-2023,7e1a7d232d
Country9,control,3271,37,453,10,5,5586553772,05-16-2023,86ef6c612b
Country3,test,1893,50,2112,2,88,8427570491,05-17-2023,c98e595e07
Country8,test,2503,50,1944,1,43,5579949610,05-18-2023,34e730c6ea
Country10,control,3557,39,516,7,56,6819302135,05-19-2023,b1d3676b61
Country1,test,2606,45,1843,2,80,5268712839,05-20-2023,17d1795f1c
Country6,test,1947,58,1480,0,98,6861772468,05-21-2023,96b862ed48
Country8,control,3575,49,713,11,100,1598753681,05-22-2023,07c7a175d1
Country8,test,2315,73,2271,1,20,5254116029,05-23-2023,321abb035e
Country7,test,2341,30,1769,1,20,7922000420,05-24-2023,54889b9df8
Country8,test,2460,49,1811,1,86,4284783329,05-15-2023,3d7e5ad8b0
Country8,test,3104,40,2050,0,89,4387586040,05-16-2023,d69cadfac4
Country8,test,3441,39,1814,1,55,3350902137,05-17-2023,ba4cc77970
Country5,test,3318,49,1445,1,72,7104511638,05-18-2023,6e341ccc2c
Country5,test,2130,47,2132,2,82,5839572402,05-19-2023,78b598efa0
Country1,test,2227,42,2156,0,52,7346455903,05-20-2023,75c401fe04
Country1,control,2887,48,571,8,67,5899746052,05-21-2023,f56384e9e3
Country10,test,3260,47,1892,1,9,4363792877,05-22-2023,7455234c13
Country2,test,2092,40,1774,1,3,2391540036,05-23-2023,53a1cf1ece
Country4,control,3831,56,562,9,96,6253062252,05-24-2023,a691732546
Country8,test,2194,50,1963,1,15,4309657422,05-15-2023,e59c99a582
Country8,test,2385,59,1857,0,47,3335792228,05-16-2023,619f1fbe5a
Country1,test,2186,55,2747,2,18,8740336766,05-17-2023,a3d0c96786
Country10,control,3980,60,813,6,62,8963089429,05-18-2023,7b57048ad7
Country1,control,3618,39,521,7,7,4677526792,05-19-2023,a892a5780a
Country3,test,1989,22,2045,1,94,6948242652,05-20-2023,0240490fae
Country8,test,2236,31,1379,1,33,4026945236,05-21-2023,965b93d5e6
Country7,test,2856,58,2165,1,40,1870291363,05-22-2023,746ebcfe70
Country5,control,4375,49,664,9,94,5729235856,05-23-2023,4aabb436f0
Country1,test,2355,47,691,0,46,1411632887,05-24-2023,1dc6b63f94
Country2,control,3140,51,694,5,98,3474548793,05-15-2023,a6cf1ba9da
Country3,control,3257,53,753,6,43,7143069920,05-16-2023,e3a99ef2dd
Country10,control,3392,61,537,7,65,1241820849,05-17-2023,5afbfed60a
Country8,test,2728,65,1554,0,15,9006113112,05-18-2023,5493b50e5c
Country5,test,2602,51,1966,1,14,8845989222,05-19-2023,a9500f2ee0
Country7,control,2785,39,691,8,41,4505663683,05-20-2023,5c56c0b126
Country1,control,3618,29,700,8,93,6336777686,05-21-2023,46916ca7dc
Country7,test,2986,58,2259,2,12,9382915669,05-22-2023,5d019b7eaf
Country4,test,2710,45,1549,1,7,4818683644,05-23-2023,57bcbbc6d9
Country2,control,3206,42,713,8,78,3037898545,05-24-2023,43c2c92578
Country2,control,3046,43,583,7,12,6450124483,05-15-2023,cf316b0789
Country2,control,3802,61,399,8,6,8524619518,05-16-2023,0c5f5cb8a8
Country8,test,2731,67,2133,0,47,7245639727,05-17-2023,7713cccc88
Country3,control,4111,43,671,8,10,5907740054,05-18-2023,fcc201937d
Country10,control,3768,52,584,7,2,2269283193,05-19-2023,c3795899b7
Country2,control,4249,38,771,13,78,3767487951,05-20-2023,38a9a1bdea
Country10,test,2299,58,1568,0,81,8116973998,05-21-2023,458013295a
Country4,control,3300,48,669,5,67,6099172083,05-22-2023,cce9768999
Country1,test,2734,31,518,1,9,1373847287,05-23-2023,33a0b66c7e
Country5,control,3428,46,657,9,66,7253195451,05-24-2023,4940c73089
Country1,control,3753,73,642,9,92,8542322226,05-15-2023,8c00f285d1
Country10,control,3260,49,615,10,2,2285592745,05-16-2023,69e78ff83d
Country3,control,3575,60,628,7,78,3302246718,05-17-2023,ac05d86778
Country9,test,2441,61,2365,1,15,2693039349,05-18-2023,9bb35a3563
Country7,control,3488,63,434,10,22,2116134867,05-19-2023,f12c52608f
Country1,control,3984,28,563,6,95,5630346898,05-20-2023,cb96cc97c7
Country8,test,2204,37,1436,1,58,3890088745,05-21-2023,788e76607c
Country3,control,4347,53,660,8,9,1532253297,05-22-2023,1c3dd9a7dd
Country2,control,3909,40,585,9,12,5969809889,05-23-2023,eed92c6aa0
Country4,test,2567,55,1621,0,40,7781163897,05-24-2023,6ce5fae813
Country3,test,2128,63,1438,2,35,4022675830,05-15-2023,33d6363139
Country7,test,3004,43,1383,1,57,8941470945,05-16-2023,8a0cec3221
Country3,test,3460,67,2349,1,73,6744485234,05-17-2023,69a7d015c2
Country4,test,2885,59,2145,1,72,1312219974,05-18-2023,e9bfaf0c6a
Country2,control,4629,45,645,10,21,2254347700,05-19-2023,406d5d92f3
Country6,test,1927,58,2030,1,61,8534159075,05-20-2023,ffc459fe0e
Country6,test,2927,29,1671,2,5,6055868330,05-21-2023,3fa0ceeb81
Country9,test,2500,40,2899,2,85,8098525048,05-22-2023,3878c37ed0
Country1,control,3918,40,595,8,32,7979199797,05-23-2023,69a9641a4f
Country6,control,4024,44,548,7,68,8606196807,05-24-2023,e94e3452d1
Country2,control,4083,31,697,7,15,1074699658,05-15-2023,4da7edb561
Country1,control,3005,70,593,4,80,6225374546,05-16-2023,de4458b216
Country5,test,3329,32,2656,1,55,4024280034,05-17-2023,b845a3a132
Country8,control,3413,52,521,6,41,4230728478,05-18-2023,3d21198c7c
Country7,test,3131,41,2239,1,60,7103778316,05-19-2023,07fdd6e98f
Country2,test,2556,64,2680,1,45,2621294592,05-20-2023,b0f08cd1a8
Country1,test,2752,51,2170,2,88,6605831242,05-21-2023,834b50d591
Country3,test,2550,38,1401,1,98,2031811852,05-22-2023,05714c6857
Country5,test,2704,59,1678,0,61,1397256475,05-23-2023,c21955b627
Country7,test,2432,57,1951,1,10,8859538840,05-24-2023,0db9ead191
Country9,control,3453,64,827,8,64,1727568818,05-15-2023,3e41011252
Country8,control,3483,41,716,5,83,1963070545,05-16-2023,addf1e179f
Country2,test,3265,45,1463,1,8,4733666651,05-17-2023,3970d5f46d
Country9,test,2082,33,1284,1,59,6919822866,05-18-2023,c9140141b0
Country10,control,4658,51,505,7,36,1760309623,05-19-2023,f00ef0c4cb
Country8,control,4479,51,655,9,20,2435988097,05-20-2023,54c2985635
Country3,test,2319,32,1842,0,23,8393638444,05-21-2023,ebb68349f6
Country6,test,1606,60,2537,1,81,7831593074,05-22-2023,bba734765a
Country2,test,2174,44,2093,0,21,7022939790,05-23-2023,66fc6d70c8
Country6,control,3941,32,546,8,24,6827167408,05-24-2023,f2cd513e8a
Country5,control,3753,66,524,7,75,2356200343,05-15-2023,2b0c0e3f0c
Country2,test,2944,40,2173,1,22,3805406702,05-16-2023,828b2ef9f1
Country3,test,3126,40,2022,1,77,4877939619,05-17-2023,7882c746f8
Country10,control,3349,40,697,12,90,6858648567,05-18-2023,e8cabf2898
Country9,test,3236,59,1830,1,27,4337625029,05-19-2023,09c9079250
Country4,test,2170,54,1432,1,3,5384112685,05-20-2023,54e4f3033a
Country7,control,3181,68,708,9,29,5620592322,05-21-2023,6921b4acda
Country8,test,2451,37,2213,2,35,9060593473,05-22-2023,4136f4c3fd
Country7,test,2945,61,1875,1,2,3194679072,05-23-2023,cfa1ddac7e
Country6,control,3336,51,587,6,9,9145408983,05-24-2023,42095d24e5
Country10,control,4382,52,703,8,7,9069110596,05-15-2023,62f5076d50
Country8,test,2304,25,1413,1,32,7007269770,05-16-2023,680d85879a
Country3,control,4005,49,623,9,53,4375437686,05-17-2023,91108a8535
Country2,control,3508,51,545,9,92,5832397942,05-18-2023,d5e609a475
Country10,test,1974,41,2133,2,88,3570683256,05-19-2023,605a9ab432
Country4,test,2912,41,2946,2,86,1844140702,05-20-2023,f768219af6
Country2,test,1883,50,1634,0,5,6863672854,05-21-2023,d16d0b6eb4
Country4,test,2234,59,1802,1,32,7357863539,05-22-2023,b3edaa26ce
Country2,control,3033,60,665,5,47,9636439167,05-23-2023,6ad11ed2c8
Country10,test,2686,42,2277,1,89,7875152315,05-24-2023,e64567046b
Country6,control,3595,51,468,6,73,9342437436,05-15-2023,5cc5a1f17b
Country2,control,3031,42,609,5,12,5439999962,05-16-2023,f6cc1f4e53
Country7,control,2638,48,535,2,3,6200695064,05-17-2023,a0326188c8
Country3,test,2887,61,1927,0,47,3007431435,05-18-2023,443ea5e1b8
Country9,control,3162,43,486,6,72,7544208838,05-19-2023,e201dc1e27
Country5,control,2976,49,420,6,66,5961989321,05-20-2023,d061553f9c
Country9,control,3892,40,847,4,53,3903983538,05-21-2023,16101ca715
Country10,control,3495,48,737,5,11,2972303487,05-22-2023,3b8774e248
Country6,test,2505,54,1743,1,67,9568002502,05-23-2023,64872129ee
Country10,control,2593,61,563,9,94,6617133833,05-24-2023,422244518c
Country8,test,1996,63,1950,1,70,1260997045,05-15-2023,9c5e83d505
Country8,test,2795,45,2435,1,30,8153174075,05-16-2023,53af74b7e1
Country5,control,3497,45,522,7,26,4759872549,05-17-2023,8126ed5a0a
Country1,test,3359,50,1446,1,21,3463540103,05-18-2023,94c15b7316
Country6,test,2790,39,2040,2,27,6768822400,05-19-2023,2907e409c0
Country1,control,3277,44,379,10,47,1986003596,05-20-2023,b7b5b2b64f
Country3,control,3977,42,493,8,34,7221006642,05-21-2023,a74650a090
Country7,test,2243,57,1986,0,86,1164274114,05-22-2023,efd85de432
Country8,test,2082,54,1802,1,38,4215996360,05-23-2023,c12d4f16f2
Country3,control,3609,47,657,8,90,2177062803,05-24-2023,9d1f8b8ea6
Country6,control,3151,43,585,3,82,1272452577,05-15-2023,c3472b69fa
Country6,control,4324,43,704,8,76,1936645790,05-16-2023,28a4364a33
Country9,test,3173,53,1930,1,95,7013609551,05-17-2023,b42dd90378
Country6,test,2892,51,1980,2,62,8229966304,05-18-2023,0763beb45b
Country10,test,2663,61,2119,0,81,6617647630,05-19-2023,b4e1cf3e35
Country2,test,2389,46,1669,1,81,7545256412,05-20-2023,fbfcf3d22f
Country2,test,2445,47,1626,1,80,1032280303,05-21-2023,1c9922c118
Country6,test,3090,67,1172,1,68,3362852875,05-22-2023,083d4f5cdd
Country1,test,2770,52,2360,1,89,4298561748,05-23-2023,a61b572eff
Country9,control,3840,30,633,7,76,4577844075,05-24-2023,37556679b5
Country3,control,3089,44,622,9,17,7245440185,05-15-2023,0df06ac7f7
Country3,control,2767,42,445,10,19,4223492832,05-16-2023,0e6ab8b59c
Country1,test,2047,63,1641,0,100,7990553145,05-17-2023,34394e1cce
Country4,test,2727,49,2050,2,28,5395056811,05-18-2023,df16908604
Country8,test,2171,58,2432,1,68,9178222813,05-19-2023,14fe353ea6
Country5,control,3782,54,572,6,49,2068942712,05-20-2023,7606b1493e
Country4,test,2490,46,1785,0,20,8199114064,05-21-2023,4145833015
Country10,control,3599,42,818,8,41,5689403431,05-22-2023,3615f1c4f4
Country9,control,3548,67,520,7,62,3650960064,05-23-2023,b1cf9cc2be
Country9,test,2214,56,1527,1,2,6576975609,05-24-2023,2bb03a3fe4
Country8,test,2946,46,2041,1,80,3096316583,05-15-2023,5db2f5b931
Country5,test,1131,52,1555,1,89,9619077224,05-16-2023,1f7e8985c9
Country3,test,2164,41,2165,1,50,2917210383,05-17-2023,5baa300f29
Country5,control,4090,51,555,12,61,9166346898,05-18-2023,456e494e1d
Country5,control,3609,47,871,5,7,2569733083,05-19-2023,c87a02b6e5
Country9,test,2837,45,2043,1,52,8890502564,05-20-2023,efc71996cf
Country1,control,3695,46,692,3,98,1985846215,05-21-2023,2d7c9359ed
Country5,control,3979,57,718,7,90,4807418406,05-22-2023,b4e30ad6f0
Country10,test,1832,57,1724,1,79,9291728536,05-23-2023,8788f7ba10
Country9,test,2745,37,1509,1,37,3612556981,05-24-2023,e02daec792
Country7,test,2172,42,991,1,56,7118115837,05-15-2023,c40a1714eb
Country7,control,2858,59,702,6,20,5363617489,05-16-2023,d7d0b66811
Country1,test,2828,51,802,1,23,4007742098,05-17-2023,9482753c60
Country4,test,2449,35,2342,1,99,3132552324,05-18-2023,2690330ca7
Country8,test,2272,44,1695,1,3,2270507493,05-19-2023,c3b0ec2d2e
Country7,control,2934,46,554,8,14,8474488308,05-20-2023,a2b8922dca
Country5,test,2424,66,1317,1,64,6240896318,05-21-2023,bc7c5de4b2
Country7,control,3792,54,608,6,59,9335298564,05-22-2023,a00629be13
Country5,control,3547,61,685,7,12,4277574408,05-23-2023,91bfd38b4f
Country1,control,4106,48,391,12,1,9773933885,05-24-2023,e855994815
Country7,test,1240,32,2693,1,84,1034796911,05-15-2023,1bdae18ac0
Country5,test,1850,61,2821,1,1,8292581331,05-16-2023,34caacfbd1
Country1,test,1911,58,1877,1,54,6316892924,05-17-2023,5a48423f6f
Country5,control,3804,46,840,6,93,9948662339,05-18-2023,37f41fadd2
Country2,control,3501,40,600,9,12,1343749050,05-19-2023,d48d703f25
Country9,control,3035,57,538,4,88,9844908001,05-20-2023,ba6c34af80
Country10,control,2987,46,594,6,85,5790470873,05-21-2023,42307aff3a
Country9,test,1843,48,1234,1,75,9761347156,05-22-2023,d0a7ad040d
Country6,control,3605,50,506,8,26,4013893821,05-23-2023,013a74550e
Country5,control,4094,51,497,9,48,1466818043,05-24-2023,ace420c558
Country4,test,2545,64,1113,1,54,7661352413,05-15-2023,8d70726e66
Country1,control,3902,51,401,7,20,6504423244,05-16-2023,44069289d1
Country3,control,2784,67,623,9,50,6604507493,05-17-2023,effa84cc8b
Country5,control,3426,53,573,9,38,6112988585,05-18-2023,5a1c10ccd9
Country6,control,4527,54,702,4,16,9690200262,05-19-2023,056ff12a79
Country9,control,3735,81,479,7,66,3358453915,05-20-2023,478573d2f7
Country7,test,2716,41,2287,2,80,4512473454,05-21-2023,7b71a641a5
Country10,test,2118,46,1917,0,5,6953440014,05-22-2023,e0b2aceead
Country7,control,3670,56,646,9,71,2878900896,05-23-2023,04053d6f50
Country9,test,2281,49,2551,1,80,4820576135,05-24-2023,790d247824
Country8,test,2380,47,1637,1,54,6009932512,05-15-2023,323f5d02a6
Country2,test,2523,52,2415,2,26,3669201771,05-16-2023,2dea5d7088
Country9,control,3303,67,496,6,81,3673823831,05-17-2023,85bd15df1b
Country9,test,3031,44,2962,1,100,6194525838,05-18-2023,11595735c8
Country2,test,2135,33,1117,1,32,9529194623,05-19-2023,799042b2b3
Country3,test,2692,53,1291,1,71,3006765679,05-20-2023,e561b0bc14
Country9,control,4242,68,619,7,74,1689864958,05-21-2023,0191e562bb
Country1,control,4420,41,619,10,65,2924837309,05-22-2023,ca45c8580f
Country9,test,2690,42,854,2,27,8111244823,05-23-2023,f552860fe9
Country9,control,3551,60,472,10,63,6598081075,05-24-2023,4b2edc7333
Country5,control,3320,55,755,8,87,5679936002,05-15-2023,e08b7fc612
Country8,control,3615,54,577,12,79,5202763261,05-16-2023,a66283bcee
Country8,control,3433,46,785,8,21,4959289736,05-17-2023,d8c190b345
Country9,control,3710,41,686,10,6,3870811783,05-18-2023,823c207d48
Country6,test,2438,64,1683,1,16,8749886143,05-19-2023,fdccaede38
Country4,test,2221,70,1843,2,28,1604541303,05-20-2023,31494ab88d
Country3,control,3358,46,643,9,75,4665737878,05-21-2023,4cc076f136
Country7,control,3666,59,611,8,18,1169664118,05-22-2023,60c1e1b205
Country4,control,2996,52,717,7,5,2750503740,05-23-2023,2599b661ae
Country3,test,2192,67,1792,1,87,4631568722,05-24-2023,c0fbb4c278
Country5,control,4208,48,490,9,10,3289935303,05-15-2023,ff06458e61
Country7,test,3003,57,895,1,30,7769826437,05-16-2023,829873a2fb
Country3,control,3605,50,567,7,63,9401302995,05-17-2023,83444a24d8
Country3,control,3585,26,328,5,53,6435896247,05-18-2023,ad90e1a735
Country1,control,2828,49,603,5,64,3016989531,05-19-2023,a17a41271e
Country10,control,3877,57,611,4,30,2582381772,05-20-2023,d4d968b4c9
Country9,test,2665,60,760,1,1,4251548025,05-21-2023,a84d6bc339
Country9,test,3330,58,1173,2,84,8472455065,05-22-2023,2200d99e89
Country9,test,2253,50,1154,0,42,7798883086,05-23-2023,826a04f69d
Country10,test,2827,68,1638,1,29,2906524631,05-24-2023,c9f174145e
Country3,test,2920,65,2068,1,29,3240195675,05-15-2023,89a79a334a
Country10,test,2588,56,2490,1,71,1346582909,05-16-2023,1d83aadeb8
Country9,test,1700,63,2434,1,55,1638485340,05-17-2023,b8ed9c7416
Country3,control,4115,50,628,6,68,6169949700,05-18-2023,a168fe318c
Country4,test,2396,65,1929,1,17,5564632966,05-19-2023,1e86424be4
Country4,test,3017,50,2255,1,76,9250653732,05-20-2023,f3bf8fa509
Country8,test,2570,66,1462,2,48,5997861358,05-21-2023,dc951d5ae7
Country5,test,2860,40,1863,2,2,2964348098,05-22-2023,ad33b1593f
Country2,test,2317,44,2610,1,72,4411260120,05-23-2023,85ec276bd5
Country1,control,3029,41,598,12,81,7317837913,05-24-2023,723eed85fc
Country3,test,1522,43,2217,0,27,4633943740,05-15-2023,6f307b6694
Country8,test,2578,70,2017,1,90,5599337787,05-16-2023,d079fc6f22
Country10,test,2548,48,2668,1,72,9548085525,05-17-2023,4eafd09ae0
Country4,control,4582,52,692,8,93,1470479946,05-18-2023,d9fbf4358b
Country1,control,2484,60,746,7,21,5918654125,05-19-2023,411ae4f76c
Country8,test,2802,65,1899,1,44,9853771076,05-20-2023,4151d3a7df
Country9,test,3206,52,1930,2,27,9268152963,05-21-2023,0113bb5c1f
Country6,test,1708,56,2218,1,40,9628658053,05-22-2023,4025cf736c
Country8,test,3180,75,2305,1,91,1017859066,05-23-2023,d981a7c81b
Country8,test,2191,48,2086,1,51,4689076590,05-24-2023,cb89d8b2f5
Country5,control,3543,28,689,8,83,1551902801,05-15-2023,1fbdec556b
Country3,control,3606,46,619,8,19,2655707024,05-16-2023,c042d28bf2
Country4,test,1807,36,2322,0,25,1657958645,05-17-2023,91f507ee69
Country9,test,1784,51,1513,1,79,3105064205,05-18-2023,e5d017f987
Country10,control,3741,21,513,8,87,9007307902,05-19-2023,29d2fee45c
Country8,test,2051,32,2236,2,15,5705854045,05-20-2023,0f39367b8f
Country5,test,2131,45,3156,1,29,9161616250,05-21-2023,13a5cfffef
Country2,control,3508,61,547,3,74,9468721213,05-22-2023,f1dbf38731
Country4,test,2435,65,1876,1,27,1231249601,05-23-2023,fcbfc93514
Country6,control,3501,48,701,7,87,1473410542,05-24-2023,2046e5260a
